OBJECTID,Major,Minor,UniqID,DSID,Flow,RiverSeg,TidalWater,MajMin,Region,Watershed,MajBas,MinBas,RiverSimu,RiverName,CBSEG_92,FIPS,ST,CNTYNAME,CBW,FIPS_NHL,PRECIP,MEANPRECIP,LndRvrSeg,Acres,HGMR,Shape_Length,Shape_Area
73,D,E,2850,0,0,DE0_2850_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10003,DE,NEW CASTLE,N,N10003,N,1120,N10003DE0_2850_0000,6419.650657, ,36343.02465,43906203.76
74,D,E,2870,0,0,DE0_2870_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10003,DE,NEW CASTLE,N,N10003,N,1120,N10003DE0_2870_0000,355.6090853, ,8863.060441,2432975.309
75,D,E,2920,0,0,DE0_2920_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10003,DE,NEW CASTLE,N,N10003,N,1120,N10003DE0_2920_0000,7002.671037, ,34491.50366,47834016.76
76,D,E,2960,0,0,DE0_2960_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10003,DE,NEW CASTLE,N,N10003,N,1120,N10003DE0_2960_0000,6649.368546, ,35138.81844,45383965.06
77,D,E,2990,0,0,DE0_2990_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10003,DE,NEW CASTLE,N,N10003,N,1120,N10003DE0_2990_0000,28368.09536, ,76926.75274,193366557.4
78,D,E,3110,0,0,DE0_3110_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10003,DE,NEW CASTLE,N,N10003,N,1120,N10003DE0_3110_0000,29660.69827, ,70260.95928,201695581.1
79,D,E,3260,0,0,DE0_3260_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10003,DE,NEW CASTLE,N,N10003,N,1120,N10003DE0_3260_0000,19491.02466, ,65223.2563,132304803.5
80,D,E,3280,0,0,DE0_3280_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10003,DE,NEW CASTLE,N,N10003,N,1120,N10003DE0_3280_0000,1568.878061, ,14629.86631,10660584.29
81,D,E,3310,0,0,DE0_3310_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10003,DE,NEW CASTLE,N,N10003,N,1120,N10003DE0_3310_0000,4471.747903, ,27448.8142,30363092.58
82,D,E,3380,0,0,DE0_3380_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10003,DE,NEW CASTLE,N,N10003,N,1120,N10003DE0_3380_0000,21934.54688, ,69082.12135,148705644.8
83,D,E,3380,0,0,DE0_3380_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10001,DE,KENT,N,N10001,N,1115,N10001DE0_3380_0000,18725.97287, ,79534.42998,126779468.2
84,D,E,3410,0,0,DE0_3410_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10001,DE,KENT,N,N10001,N,1115,N10001DE0_3410_0000,66371.07385, ,125812.4981,448801766.3
85,D,E,3790,0,0,DE0_3790_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Jones River, ,10001,DE,KENT,N,N10001,N,1115,N10001DE0_3790_0000,36789.83124, ,89845.64304,247763569.8
86,D,E,3791,1,0,DE0_3791_0001,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE",Simulated River,Jones River, ,10001,DE,KENT,N,N10001,N,1115,N10001DE0_3791_0001,20247.80138, ,55049.40984,136638285.5
87,D,E,3840,0,0,DE0_3840_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10001,DE,KENT,N,N10001,N,1115,N10001DE0_3840_0000,14939.5474, ,49546.69056,100739404.3
88,D,E,4140,0,0,DE0_4140_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Murderkill River, ,10001,DE,KENT,N,N10001,N,1115,N10001DE0_4140_0000,53888.27003, ,131316.5824,361872592.6
89,D,E,4141,1,0,DE0_4141_0001,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE",Simulated River,Murderkill River, ,10001,DE,KENT,N,N10001,N,1115,N10001DE0_4141_0001,12792.81604, ,49590.24906,85862839.71
90,D,E,4230,0,0,DE0_4230_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Mispillion River, ,10001,DE,KENT,N,N10001,N,1115,N10001DE0_4230_0000,24928.09684, ,97691.37021,167176228.6
91,D,E,4230,0,0,DE0_4230_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Mispillion River, ,10005,DE,SUSSEX,N,N10005,N,1141,N10005DE0_4230_0000,20915.82042, ,82071.14858,140040091.5
92,D,E,4231,1,0,DE0_4231_0001,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE",Simulated River,Mispillion River, ,10001,DE,KENT,N,N10001,N,1115,N10001DE0_4231_0001,2428.216211, ,21977.40605,16258047.02
93,D,E,4350,0,0,DE0_4350_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Mispillion River, ,10005,DE,SUSSEX,N,N10005,N,1141,N10005DE0_4350_0000,33251.51213, ,87314.39125,222469564.1
94,D,E,4520,0,0,DE0_4520_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Broadkill River, ,10005,DE,SUSSEX,N,N10005,N,1141,N10005DE0_4520_0000,68290.41221, ,108299.7435,455715226.8
95,D,E,4570,0,0,DE0_4570_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10005,DE,SUSSEX,N,N10005,N,1141,N10005DE0_4570_0000,10807.29752, ,40118.89745,72069068.29
96,D,E,4680,0,0,DE0_4680_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10005,DE,SUSSEX,N,N10005,N,1141,N10005DE0_4680_0000,37754.94665, ,129108.938,251309850.1
97,D,E,4800,0,0,DE0_4800_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Indian River, ,10005,DE,SUSSEX,N,N10005,N,1141,N10005DE0_4800_0000,54656.60732, ,114555.2775,363197544
98,D,E,4850,0,0,DE0_4850_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Miller Creek, ,10005,DE,SUSSEX,N,N10005,N,1141,N10005DE0_4850_0000,47537.7432, ,185169.3681,315215080.8
99,D,E,4990,0,0,DE0_4990_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Indian River, ,10005,DE,SUSSEX,N,N10005,N,1141,N10005DE0_4990_0000,9938.71189, ,37814.10457,65916063.42
100,D,E,5020,0,0,DE0_5020_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Miller Creek, ,24047,MD,WORCESTER,N,N24047,N,1121,N24047DE0_5020_0000,7388.007625, ,84601.32735,48834205.18
101,D,E,5020,0,0,DE0_5020_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Miller Creek, ,10005,DE,SUSSEX,N,N10005,N,1141,N10005DE0_5020_0000,22115.70891, ,121071.7467,146442111.9
102,D,E,5021,0,0,DE0_5021_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10005,DE,SUSSEX,N,N10005,N,1141,N10005DE0_5021_0000,2141.332904, ,22547.62165,14167927.21
103,D,E,5170,0,0,DE0_5170_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,24047,MD,WORCESTER,N,N24047,N,1121,N24047DE0_5170_0000,34786.6627, ,149175.4174,229681223.6
104,D,E,5170,0,0,DE0_5170_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,10005,DE,SUSSEX,N,N10005,N,1141,N10005DE0_5170_0000,5402.988487, ,31142.33424,35749210.18
105,D,E,5410,0,0,DE0_5410_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,24047,MD,WORCESTER,N,N24047,N,1121,N24047DE0_5410_0000,27775.10526, ,100140.3649,182842310.2
106,D,E,5420,0,0,DE0_5420_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, MD & DE","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,24047,MD,WORCESTER,N,N24047,N,1121,N24047DE0_5420_0000,7933.69574, ,94545.69039,52212033.73
107,D,E,6310,0,0,DE0_6310_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, VA","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,51001,VA,ACCOMACK,N,N51001,N,1087,N51001DE0_6310_0000,64590.14914, ,146694.9621,418592098.8
108,D,E,6630,0,0,DE0_6630_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, VA","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,51001,VA,ACCOMACK,N,N51001,N,1087,N51001DE0_6630_0000,57175.54787, ,122785.4778,368905228.6
109,D,E,6630,0,0,DE0_6630_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, VA","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,51131,VA,NORTHAMPTON,N,N51131,N,1095,N51131DE0_6630_0000,43053.49749, ,137197.5787,277006895.8
110,D,E,6980,0,0,DE0_6980_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, VA","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,51131,VA,NORTHAMPTON,N,N51131,N,1095,N51131DE0_6980_0000,40214.77167, ,115517.0691,258102715.9
111,D,E,7130,0,0,DE0_7130_0000,N,DE,Regions Outside of Chesapeake Bay Watershed,Delmarva Peninsula,"Delmarva Peninsula, outside of Chesapeake Bay Watershed","Delmarva Peninsula, outside of Chesapeake Bay Watershed, VA","Direct Drainage, EXT",Drains to Tidal Water - No River Simulation, ,51131,VA,NORTHAMPTON,N,N51131,N,1095,N51131DE0_7130_0000,53113.39179, ,200630.1502,339737540.3
112,G,Y,3800,3801,0,GY0_3800_3801,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,Simulated River,Casselman River, ,24023,MD,GARRETT,N,N24023,N,1191,N24023GY0_3800_3801,38645.60264, ,79297.94498,263422717.6
113,G,Y,3800,3801,0,GY0_3800_3801,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,Simulated River,Casselman River, ,42111,PA,SOMERSET,N,N42111,N,1127,N42111GY0_3800_3801,2360.848145, ,18705.11085,16137837.05
114,G,Y,3801,0,0,GY0_3801_0000,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,"Direct Drainage, EXT",Casselman River, ,24023,MD,GARRETT,N,N24023,N,1191,N24023GY0_3801_0000,20181.19063, ,71014.46732,137836774.5
115,G,Y,3950,3952,0,GY0_3950_3952,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,Simulated River,Bear Creek, ,24023,MD,GARRETT,N,N24023,N,1191,N24023GY0_3950_3952,31281.50105, ,73914.6123,213146656.5
116,G,Y,3951,3952,0,GY0_3951_3952,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,Simulated River,Youghiogheny River, ,24023,MD,GARRETT,N,N24023,N,1191,N24023GY0_3951_3952,33146.02269, ,83220.92854,225468228.6
117,G,Y,3951,3952,0,GY0_3951_3952,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,Simulated River,Youghiogheny River, ,54077,WV,PRESTON,N,N54077,N,1283,N54077GY0_3951_3952,9549.695743, ,48453.63478,64871404.63
118,G,Y,3952,0,0,GY0_3952_0000,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,"Direct Drainage, EXT",Youghiogheny River, ,24023,MD,GARRETT,N,N24023,N,1191,N24023GY0_3952_0000,31363.38147, ,98833.75491,214063955.4
119,G,Y,3952,0,0,GY0_3952_0000,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,"Direct Drainage, EXT",Youghiogheny River, ,54077,WV,PRESTON,N,N54077,N,1283,N54077GY0_3952_0000,2335.931139, ,31423.12184,15916414.4
120,G,Y,4240,3951,0,GY0_4240_3951,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,Simulated River,Deep Creek Hydroelectric Dam, ,24023,MD,GARRETT,N,N24023,N,1191,N24023GY0_4240_3951,41033.44786, ,104674.4583,278630832
121,G,Y,4530,4532,0,GY0_4530_4532,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,Simulated River,Little Youghiogheny River, ,24023,MD,GARRETT,N,N24023,N,1191,N24023GY0_4530_4532,26299.24627, ,68273.757,178009731.9
122,G,Y,4531,4532,0,GY0_4531_4532,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,Simulated River,Youghiogheny River, ,24023,MD,GARRETT,N,N24023,N,1191,N24023GY0_4531_4532,25798.99696, ,75389.58788,174286654.8
123,G,Y,4531,4532,0,GY0_4531_4532,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,Simulated River,Youghiogheny River, ,54077,WV,PRESTON,N,N54077,N,1283,N54077GY0_4531_4532,32397.19737, ,92441.48656,219022318.2
124,G,Y,4532,3951,0,GY0_4532_3951,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,Simulated River,Youghiogheny River, ,24023,MD,GARRETT,N,N24023,N,1191,N24023GY0_4532_3951,19933.50499, ,53686.64142,135146642.4
125,G,Y,4532,3951,0,GY0_4532_3951,N,GY,Regions Outside of Chesapeake Bay Watershed,Western Maryland,Youghiogheny River,Part of Youghiogheny River,Simulated River,Youghiogheny River, ,54077,WV,PRESTON,N,N54077,N,1283,N54077GY0_4532_3951,496.5137298, ,18020.48812,3367088.388
126,E,L,4400,4590,2,EL2_4400_4590,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,Simulated River,Marshyhope Creek,NANOH,10001,DE,KENT,Y,N10001,N,1115,N10001EL2_4400_4590,30368.25091,CPU,78357.04081,203400241.5
127,E,L,4560,4562,0,EL0_4560_4562,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,Simulated River,Nanticoke River Gravelly fork,NANTF_DE,10001,DE,KENT,Y,N10001,N,1115,N10001EL0_4560_4562,8081.624027,CPU,40165.18918,54055027.5
128,E,L,4560,4562,0,EL0_4560_4562,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,Simulated River,Nanticoke River Gravelly fork,NANTF_DE,10005,DE,SUSSEX,Y,N10005,N,1141,N10005EL0_4560_4562,18543.96295,CPU,75711.12083,123768534.4
129,E,L,4561,4562,0,EL0_4561_4562,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,Simulated River,Deep Creek,NANTF_DE,10005,DE,SUSSEX,Y,N10005,N,1141,N10005EL0_4561_4562,19471.74318,CPU,60733.49191,129995769.4
130,E,L,4562,1,0,EL0_4562_0001,N,EL,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Lower Eastern Shore,Simulated River,Nanticoke River,NANTF_DE,10005,DE,SUSSEX,Y,N10005,N,1141,N10005EL0_4562_0001,6199.883525,CPD,37470.85076,41307709.26
