PASpringID,HydrologicUnit,Spring_Type,Permanence,SphereOfDischarge,NumOfOpenings,FormationName,Lithology,ContributingUnit,DischargeType,SourceOfDischargeData,DischMeasMethod,Discharge(gpm),DateDischarged,VisitorName,VisitDate,County
577,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.25,5/20/1981,REYNOLDS ,5/20/1981,Greene
576,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.25,3/23/1981,REYNOLDS ,3/23/1981,Greene
575,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,3/23/1981,REYNOLDS ,3/23/1981,Greene
574,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.4,3/23/1981,REYNOLDS ,3/23/1981,Greene
573,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,3/23/1981,REYNOLDS ,3/23/1981,Greene
572,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1,5/20/1981,REYNOLDS ,5/20/1981,Greene
570,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,4.5,6/16/1981,REYNOLDS ,6/16/1981,Greene
569,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,12,6/1/1981,REYNOLDS ,6/1/1981,Greene
568,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,6/1/1981,REYNOLDS ,6/1/1981,Greene
567,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1,6/1/1981,REYNOLDS ,6/1/1981,Greene
566,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.5,6/1/1981,REYNOLDS ,6/1/1981,Greene
565,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2,6/16/1981,REYNOLDS ,6/16/1981,Greene
564,5020005,CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.4,6/1/1981,REYNOLDS ,6/1/1981,Greene
563,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.2,5/20/1981,REYNOLDS ,5/20/1981,Greene
562,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.8,5/20/1981,REYNOLDS ,5/20/1981,Greene
561,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
560,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2,6/1/1981,REYNOLDS ,6/1/1981,Greene
559,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
558,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,0.5,8/14/1979,DONOVAN ,8/14/1979,Greene
557,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,5/22/1981,REYNOLDS ,5/22/1981,Greene
556,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,6,6/1/1981,REYNOLDS ,6/1/1981,Greene
555,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,7.5,6/1/1981,REYNOLDS ,6/1/1981,Greene
554,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2,6/16/1981,REYNOLDS ,6/16/1981,Greene
553,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1,5/22/1981,REYNOLDS ,5/22/1981,Greene
552,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,5/22/1981,REYNOLDS ,5/22/1981,Greene
551,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,4,6/16/1981,REYNOLDS ,6/16/1981,Greene
550,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1,6/16/1981,REYNOLDS ,6/16/1981,Greene
549,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.6,6/1/1981,REYNOLDS ,6/1/1981,Greene
548,5020005,PERCHED OR CONTACT ,SEASONAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,7/18/1979,DONOVAN ,7/18/1979,Greene
547,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,5/20/1981,REYNOLDS ,5/20/1981,Greene
546,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION UPPER MEMBER , ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,3.5,8/6/1980,MCCRUM ,8/6/1980,Greene
544,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.75,9/6/1979,DONOVAN ,9/6/1979,Greene
543,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION MIDDLE MEMBER , ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2,7/21/1981,REYNOLDS ,7/21/1981,Greene
542,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,0.05,8/14/1979,DONOVAN ,8/14/1979,Greene
541,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
540,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
539,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,0,7/18/1979,DONOVAN ,7/18/1979,Greene
538,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,9/6/1979,DONOVAN ,9/6/1979,Greene
537,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
536,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION UPPER MEMBER , ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.5,7/21/1981,REYNOLDS ,7/21/1981,Greene
535,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,8/14/1979,DONOVAN ,8/14/1979,Greene
534,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.25,9/6/1979,DONOVAN ,9/6/1979,Greene
533,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,7/17/1979, , ,Greene
532,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,4,7/22/1981,REYNOLDS ,7/22/1981,Greene
531,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
530,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION MIDDLE MEMBER , ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.2,7/21/1981,REYNOLDS ,7/21/1981,Greene
529,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION LOWER MEMBER , ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.5,7/21/1981,REYNOLDS ,7/21/1981,Greene
528,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION MIDDLE MEMBER , ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1,7/21/1981,REYNOLDS ,7/21/1981,Greene
527,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,0.25,7/17/1979,DONOVAN ,7/17/1979,Greene
526,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,9/6/1979,DONOVAN ,9/6/1979,Greene
525,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.25,7/17/1979,DONOVAN ,7/17/1979,Greene
524,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION UPPER MEMBER ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1,7/21/1981,REYNOLDS ,7/21/1981,Greene
523,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
522,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
521,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.2,11/21/1980,REYNOLDS ,11/21/1980,Greene
520,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION MIDDLE MEMBER , ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1,7/21/1981,REYNOLDS ,7/21/1981,Greene
519,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.75,8/14/1979,DONOVAN ,8/14/1979,Greene
518,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.6,5/21/1981,REYNOLDS ,5/21/1981,Greene
517,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2,12/5/1980,REYNOLDS ,12/5/1980,Greene
516,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
515,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.44,7/11/1979,DONOVAN ,7/11/1979,Greene
514,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
513,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION UPPER MEMBER ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,0.25,7/19/1979,DONOVAN ,7/19/1979,Greene
512,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION UPPER MEMBER ,SHALE ,PRIMARY , , , , , , , ,Greene
511,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.2,5/20/1981,REYNOLDS ,5/20/1981,Greene
510,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.3,7/13/1979, , ,Greene
509,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,11/21/1980,REYNOLDS ,11/21/1980,Greene
508,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.6,5/20/1981,REYNOLDS ,5/20/1981,Greene
507,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION UPPER MEMBER ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,2/24/1981,REYNOLDS ,2/24/1981,Greene
506,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION LOWER MEMBER ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
505,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.4,5/21/1981,REYNOLDS ,5/21/1981,Greene
504,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION LOWER MEMBER ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,0.25,7/19/1979,DONOVAN ,7/19/1979,Greene
503,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.4,5/21/1981,REYNOLDS ,5/21/1981,Greene
501,5020005,CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,5/20/1981,REYNOLDS ,5/20/1981,Greene
500,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION LOWER MEMBER ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.7,2/24/1981,REYNOLDS ,2/24/1981,Greene
499,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.5,12/5/1980,REYNOLDS ,12/5/1980,Greene
498,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,6/16/1981,REYNOLDS ,6/16/1981,Greene
497,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,7/18/1979,DONOVAN ,7/18/1979,Greene
495,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.15,11/21/1980,REYNOLDS ,11/21/1980,Greene
494,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,3,11/21/1980,REYNOLDS ,11/21/1980,Greene
493,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.5,5/21/1981,REYNOLDS ,5/21/1981,Greene
492,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.4,5/21/1981,REYNOLDS ,5/21/1981,Greene
491,5030106,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,11/21/1980,REYNOLDS ,11/21/1980,Greene
490,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,11/21/1980,REYNOLDS ,11/21/1980,Greene
489,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION , ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.05,11/21/1980,REYNOLDS ,11/21/1980,Greene
488,5030106,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,11/21/1980,REYNOLDS ,11/21/1980,Greene
487,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.15,11/21/1980,REYNOLDS ,11/21/1980,Greene
486,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
485,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.4,3/23/1981,REYNOLDS ,3/23/1981,Greene
484,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2.5,11/21/1980,REYNOLDS ,11/21/1980,Greene
483,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION UPPER MEMBER ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2,2/24/1981,REYNOLDS ,2/24/1981,Greene
482,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.3,3/23/1981,REYNOLDS ,3/23/1981,Greene
481,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.3,5/21/1981,REYNOLDS ,5/21/1981,Greene
480,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,11/21/1980,REYNOLDS ,11/21/1980,Greene
479,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.3,5/21/1981,REYNOLDS ,5/21/1981,Greene
478,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.1,11/21/1980,REYNOLDS ,11/21/1980,Greene
477,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,11/21/1980,REYNOLDS ,11/21/1980,Greene
476,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2,11/21/1980,REYNOLDS ,11/21/1980,Greene
475,5030106,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,12/5/1980,REYNOLDS ,12/5/1980,Greene
474,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WASHINGTON FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,1.5,10/22/1979,DONOVAN ,10/22/1979,Greene
473,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.25,7/11/1979,DONOVAN ,7/11/1979,Greene
472,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1.5,5/21/1981,REYNOLDS ,5/21/1981,Greene
471,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.15,1/22/1981,REYNOLDS ,1/22/1981,Greene
470,5020005,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,7/11/1979,DONOVAN ,7/11/1979,Greene
469,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,2,5/21/1981,REYNOLDS ,5/21/1981,Greene
468,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,WAYNESBURG FORMATION UPPER MEMBER ,SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,1,7/21/1981,REYNOLDS ,7/21/1981,Greene
467,5030106,PERCHED OR CONTACT ,INTEERMITTENT , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0,12/5/1980,REYNOLDS ,12/5/1980,Greene
466,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.4,1/22/1981,REYNOLDS ,1/22/1981,Greene
465,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED ELECTRIC TAPE ,0.2,1/22/1981,REYNOLDS ,1/22/1981,Greene
464,5020005,PERCHED OR CONTACT ,PERENNIAL , , ,GREENE FORMATION ,SANDSTONE AND SHALE ,PRIMARY , , , , , , , ,Greene
